subj,condition,trial,stimulus,count,proportion
346,monitor,2.4,short-foil,2,0.5
346,monitor,3.1,baseline,3,0.75
346,monitor,3.1,prac,1,0.25
346,monitor,3.2,baseline,1,0.5
346,monitor,3.2,related,1,0.5
346,monitor,3.3,baseline,2,1
346,monitor,3.3,related,0,0
346,monitor,4,single,4,0.666666667
346,monitor,4,single-foil,2,0.333333333
346,monitor,5,buffer,3,0.6
346,monitor,5,buffer-foil,2,0.4
346,monitor,6.1,long,1,0.25
346,monitor,6.1,single,3,0.75
346,monitor,6.2,long,7,0.7
346,monitor,6.2,long-foil,3,0.3
347,monitor,1.1,prac,2,1
347,monitor,1.1,related,0,0
347,monitor,1.2,A-end,2,0.666666667
347,monitor,1.2,A-start,1,0.333333333
347,monitor,2.1,long,2,1
347,monitor,2.1,long-foil,0,0
347,monitor,2.2,short,4,1
347,monitor,2.2,short-foil,0,0
347,monitor,2.3,short-list,4,1
347,monitor,2.3,long-list,0,0
347,monitor,2.4,long-foil,3,0.75
347,monitor,2.4,short-foil,1,0.25
347,monitor,3.1,prac,4,1
347,monitor,3.1,baseline,0,0
347,monitor,3.2,baseline,1,0.5
347,monitor,3.2,related,1,0.5
347,monitor,3.3,baseline,1,0.5
347,monitor,3.3,related,1,0.5
347,monitor,4,single,6,1
347,monitor,4,single-foil,0,0
347,monitor,5,buffer,5,1
347,monitor,5,buffer-foil,0,0
347,monitor,6.1,long,1,0.25
347,monitor,6.1,single,3,0.75
347,monitor,6.2,long,8,0.8
347,monitor,6.2,long-foil,2,0.2
348,monitor,1.1,prac,2,1
348,monitor,1.1,related,0,0
348,monitor,1.2,A-end,3,1
348,monitor,1.2,A-start,0,0
348,monitor,2.1,long,1,0.5
348,monitor,2.1,long-foil,1,0.5
348,monitor,2.2,short,4,1
348,monitor,2.2,short-foil,0,0
348,monitor,2.3,long-list,3,0.75
348,monitor,2.3,short-list,1,0.25
348,monitor,2.4,long-foil,2,0.5
348,monitor,2.4,short-foil,2,0.5
348,monitor,3.1,baseline,2,0.5
348,monitor,3.1,prac,2,0.5
348,monitor,3.2,baseline,2,1
348,monitor,3.2,related,0,0
348,monitor,3.3,baseline,1,0.5
348,monitor,3.3,related,1,0.5
348,monitor,4,single,5,0.833333333
348,monitor,4,single-foil,1,0.166666667
348,monitor,5,buffer,2,0.4
348,monitor,5,buffer-foil,3,0.6
348,monitor,6.1,single,4,1
348,monitor,6.1,long,0,0
348,monitor,6.2,long,7,0.7
348,monitor,6.2,long-foil,3,0.3
349,monitor,1.1,prac,2,1
349,monitor,1.1,related,0,0
349,monitor,1.2,A-end,2,0.666666667
349,monitor,1.2,A-start,1,0.333333333
349,monitor,2.1,long,2,1
349,monitor,2.1,long-foil,0,0
349,monitor,2.2,short,4,1
349,monitor,2.2,short-foil,0,0
349,monitor,2.3,short-list,4,1
349,monitor,2.3,long-list,0,0
349,monitor,2.4,long-foil,3,0.75
349,monitor,2.4,short-foil,1,0.25
349,monitor,3.1,prac,4,1
349,monitor,3.1,baseline,0,0
349,monitor,3.2,baseline,1,0.5
349,monitor,3.2,related,1,0.5
349,monitor,3.3,baseline,1,0.5
349,monitor,3.3,related,1,0.5
349,monitor,4,single,5,0.833333333
349,monitor,4,single-foil,1,0.166666667
349,monitor,5,buffer,5,1
349,monitor,5,buffer-foil,0,0
349,monitor,6.1,single,4,1
349,monitor,6.1,long,0,0
349,monitor,6.2,long,7,0.7
349,monitor,6.2,long-foil,3,0.3
350,monitor,1.1,prac,2,1
350,monitor,1.1,related,0,0
350,monitor,1.2,A-end,2,0.666666667
350,monitor,1.2,A-start,1,0.333333333
350,monitor,2.1,long,2,1
350,monitor,2.1,long-foil,0,0
350,monitor,2.2,short,4,1
350,monitor,2.2,short-foil,0,0
350,monitor,2.3,short-list,4,1
350,monitor,2.3,long-list,0,0
350,monitor,2.4,long-foil,3,0.75
350,monitor,2.4,short-foil,1,0.25
350,monitor,3.1,prac,4,1
350,monitor,3.1,baseline,0,0
350,monitor,3.2,related,2,1
350,monitor,3.2,baseline,0,0
350,monitor,3.3,baseline,2,1
350,monitor,3.3,related,0,0
350,monitor,4,single,6,1
350,monitor,4,single-foil,0,0
350,monitor,5,buffer,4,0.8
350,monitor,5,buffer-foil,1,0.2
350,monitor,6.1,long,1,0.25
350,monitor,6.1,single,3,0.75
350,monitor,6.2,long,9,0.9
350,monitor,6.2,long-foil,1,0.1
351,monitor,1.1,related,2,1
351,monitor,1.1,prac,0,0
351,monitor,1.2,A-end,2,0.666666667
351,monitor,1.2,A-start,1,0.333333333
351,monitor,2.1,long,2,1
351,monitor,2.1,long-foil,0,0
351,monitor,2.2,short,4,1
351,monitor,2.2,short-foil,0,0
351,monitor,2.3,long-list,3,0.75
351,monitor,2.3,short-list,1,0.25
351,monitor,2.4,long-foil,3,0.75
351,monitor,2.4,short-foil,1,0.25
351,monitor,3.1,baseline,1,0.25
351,monitor,3.1,prac,3,0.75
351,monitor,3.2,baseline,1,0.5
351,monitor,3.2,related,1,0.5
351,monitor,3.3,related,2,1
351,monitor,3.3,baseline,0,0
351,monitor,4,single,5,0.833333333
351,monitor,4,single-foil,1,0.166666667
351,monitor,5,buffer,5,1
351,monitor,5,buffer-foil,0,0
351,monitor,6.1,long,2,0.5
351,monitor,6.1,single,2,0.5
351,monitor,6.2,long,9,0.9
351,monitor,6.2,long-foil,1,0.1
353,monitor,1.1,related,2,1
353,monitor,1.1,prac,0,0
353,monitor,1.2,A-end,2,0.666666667
353,monitor,1.2,A-start,1,0.333333333
353,monitor,2.1,long-foil,2,1
353,monitor,2.1,long,0,0
353,monitor,2.2,short,2,0.5
353,monitor,2.2,short-foil,2,0.5
353,monitor,2.3,long-list,1,0.25
353,monitor,2.3,short-list,3,0.75
353,monitor,2.4,long-foil,1,0.25
353,monitor,2.4,short-foil,3,0.75
353,monitor,3.1,baseline,1,0.25
353,monitor,3.1,prac,3,0.75
353,monitor,3.2,baseline,1,0.5
353,monitor,3.2,related,1,0.5
353,monitor,3.3,related,2,1
353,monitor,3.3,baseline,0,0
353,monitor,4,single,4,0.666666667
353,monitor,4,single-foil,2,0.333333333
353,monitor,5,buffer,4,0.8
353,monitor,5,buffer-foil,1,0.2
353,monitor,6.1,long,1,0.25
353,monitor,6.1,single,3,0.75
353,monitor,6.2,long,6,0.6
353,monitor,6.2,long-foil,4,0.4
354,monitor,1.1,prac,2,1
354,monitor,1.1,related,0,0
354,monitor,1.2,A-end,2,0.666666667
354,monitor,1.2,A-start,1,0.333333333
354,monitor,2.1,long-foil,2,1
354,monitor,2.1,long,0,0
354,monitor,2.2,short,3,0.75
354,monitor,2.2,short-foil,1,0.25
354,monitor,2.3,long-list,3,0.75
354,monitor,2.3,short-list,1,0.25
354,monitor,2.4,long-foil,3,0.75
354,monitor,2.4,short-foil,1,0.25
354,monitor,3.1,baseline,2,0.5
354,monitor,3.1,prac,2,0.5
354,monitor,3.2,baseline,2,1
354,monitor,3.2,related,0,0
354,monitor,3.3,baseline,2,1
354,monitor,3.3,related,0,0
354,monitor,4,single,3,0.5
354,monitor,4,single-foil,3,0.5
354,monitor,5,buffer,4,0.8
354,monitor,5,buffer-foil,1,0.2
354,monitor,6.1,long,3,0.75
354,monitor,6.1,single,1,0.25
354,monitor,6.2,long,7,0.7
354,monitor,6.2,long-foil,3,0.3
355,monitor,1.1,prac,1,0.5
355,monitor,1.1,related,1,0.5
355,monitor,1.2,A-end,1,0.333333333
355,monitor,1.2,A-start,2,0.666666667
355,monitor,2.1,long,2,1
355,monitor,2.1,long-foil,0,0
355,monitor,2.2,short,4,1
355,monitor,2.2,short-foil,0,0
355,monitor,2.3,long-list,4,1
355,monitor,2.3,short-list,0,0
355,monitor,2.4,long-foil,2,0.5
355,monitor,2.4,short-foil,2,0.5
355,monitor,3.1,baseline,2,0.5
355,monitor,3.1,prac,2,0.5
355,monitor,3.2,baseline,1,0.5
355,monitor,3.2,related,1,0.5
355,monitor,3.3,baseline,1,0.5
355,monitor,3.3,related,1,0.5
355,monitor,4,single,6,1
355,monitor,4,single-foil,0,0
355,monitor,5,buffer,4,0.8
355,monitor,5,buffer-foil,1,0.2
355,monitor,6.1,long,1,0.25
355,monitor,6.1,single,3,0.75
355,monitor,6.2,long,6,0.6
355,monitor,6.2,long-foil,4,0.4
357,monitor,1.1,prac,1,0.5
357,monitor,1.1,related,1,0.5
357,monitor,1.2,A-end,3,1
357,monitor,1.2,A-start,0,0
357,monitor,2.1,long,1,0.5
357,monitor,2.1,long-foil,1,0.5
357,monitor,2.2,short,4,1
357,monitor,2.2,short-foil,0,0
357,monitor,2.3,long-list,1,0.25
357,monitor,2.3,short-list,3,0.75
357,monitor,2.4,long-foil,2,0.5
357,monitor,2.4,short-foil,2,0.5
357,monitor,3.1,baseline,1,0.25
357,monitor,3.1,prac,3,0.75
357,monitor,3.2,related,2,1
357,monitor,3.2,baseline,0,0
357,monitor,3.3,baseline,2,1
357,monitor,3.3,related,0,0
357,monitor,4,single,6,1
357,monitor,4,single-foil,0,0
357,monitor,5,buffer,3,0.6
357,monitor,5,buffer-foil,2,0.4
357,monitor,6.1,long,1,0.25
357,monitor,6.1,single,3,0.75
357,monitor,6.2,long,7,0.7
357,monitor,6.2,long-foil,3,0.3
358,monitor,1.1,prac,2,1
358,monitor,1.1,related,0,0
358,monitor,1.2,A-end,2,0.666666667
358,monitor,1.2,A-start,1,0.333333333
358,monitor,2.1,long,2,1
358,monitor,2.1,long-foil,0,0
358,monitor,2.2,short,4,1
358,monitor,2.2,short-foil,0,0
358,monitor,2.3,long-list,3,0.75
358,monitor,2.3,short-list,1,0.25
358,monitor,2.4,long-foil,2,0.5
358,monitor,2.4,short-foil,2,0.5
358,monitor,3.1,prac,4,1
358,monitor,3.1,baseline,0,0
358,monitor,3.2,related,2,1
358,monitor,3.2,baseline,0,0
358,monitor,3.3,baseline,2,1
358,monitor,3.3,related,0,0
358,monitor,4,single,6,1
358,monitor,4,single-foil,0,0
358,monitor,5,buffer,5,1
358,monitor,5,buffer-foil,0,0
358,monitor,6.1,single,4,1
358,monitor,6.1,long,0,0
358,monitor,6.2,long,9,0.9
358,monitor,6.2,long-foil,1,0.1
359,monitor,1.1,prac,2,1
359,monitor,1.1,related,0,0
359,monitor,1.2,A-end,3,1
359,monitor,1.2,A-start,0,0
359,monitor,2.1,long,2,1
359,monitor,2.1,long-foil,0,0
359,monitor,2.2,short,3,0.75
359,monitor,2.2,short-foil,1,0.25
359,monitor,2.3,long-list,3,0.75
359,monitor,2.3,short-list,1,0.25
359,monitor,2.4,long-foil,2,0.5
359,monitor,2.4,short-foil,2,0.5
359,monitor,3.1,prac,4,1
359,monitor,3.1,baseline,0,0
359,monitor,3.2,baseline,1,0.5
359,monitor,3.2,related,1,0.5
359,monitor,3.3,related,2,1
359,monitor,3.3,baseline,0,0
359,monitor,4,single,5,0.833333333
359,monitor,4,single-foil,1,0.166666667
359,monitor,5,buffer,5,1
359,monitor,5,buffer-foil,0,0
359,monitor,6.1,long,1,0.25
359,monitor,6.1,single,3,0.75
359,monitor,6.2,long,10,1
359,monitor,6.2,long-foil,0,0
360,monitor,1.1,prac,1,0.5
360,monitor,1.1,related,1,0.5
360,monitor,1.2,A-end,2,0.666666667
360,monitor,1.2,A-start,1,0.333333333
360,monitor,2.1,long,1,0.5
360,monitor,2.1,long-foil,1,0.5
360,monitor,2.2,short,3,0.75
360,monitor,2.2,short-foil,1,0.25
360,monitor,2.3,long-list,2,0.5
360,monitor,2.3,short-list,2,0.5
360,monitor,2.4,long-foil,1,0.25
360,monitor,2.4,short-foil,3,0.75
360,monitor,3.1,baseline,2,0.5
360,monitor,3.1,prac,2,0.5
360,monitor,3.2,related,2,1
360,monitor,3.2,baseline,0,0
360,monitor,3.3,baseline,1,0.5
360,monitor,3.3,related,1,0.5
360,monitor,4,single,5,0.833333333
360,monitor,4,single-foil,1,0.166666667
360,monitor,5,buffer,2,0.4
360,monitor,5,buffer-foil,3,0.6
360,monitor,6.1,long,1,0.25
360,monitor,6.1,single,3,0.75
360,monitor,6.2,long,9,0.9
360,monitor,6.2,long-foil,1,0.1
361,monitor,1.1,prac,1,0.5
361,monitor,1.1,related,1,0.5
361,monitor,1.2,A-end,2,0.666666667
361,monitor,1.2,A-start,1,0.333333333
361,monitor,2.1,long,1,0.5
361,monitor,2.1,long-foil,1,0.5
361,monitor,2.2,short,2,0.5
361,monitor,2.2,short-foil,2,0.5
361,monitor,2.3,long-list,2,0.5
361,monitor,2.3,short-list,2,0.5
361,monitor,2.4,long-foil,2,0.5
361,monitor,2.4,short-foil,2,0.5
361,monitor,3.1,baseline,1,0.25
361,monitor,3.1,prac,3,0.75
361,monitor,3.2,related,2,1
361,monitor,3.2,baseline,0,0
361,monitor,3.3,baseline,2,1
361,monitor,3.3,related,0,0
361,monitor,4,single,5,0.833333333
361,monitor,4,single-foil,1,0.166666667
361,monitor,5,buffer,5,1
361,monitor,5,buffer-foil,0,0
361,monitor,6.1,single,4,1
361,monitor,6.1,long,0,0
361,monitor,6.2,long,4,0.4
361,monitor,6.2,long-foil,6,0.6
362,monitor,1.1,prac,2,1
362,monitor,1.1,related,0,0
362,monitor,1.2,A-end,2,0.666666667
362,monitor,1.2,A-start,1,0.333333333
362,monitor,2.1,long,2,1
362,monitor,2.1,long-foil,0,0
362,monitor,2.2,short,2,0.5
362,monitor,2.2,short-foil,2,0.5
362,monitor,2.3,long-list,1,0.25
362,monitor,2.3,short-list,3,0.75
362,monitor,2.4,long-foil,1,0.25
362,monitor,2.4,short-foil,3,0.75
362,monitor,3.1,prac,4,1
362,monitor,3.1,baseline,0,0
362,monitor,3.2,related,2,1
362,monitor,3.2,baseline,0,0
362,monitor,3.3,related,2,1
362,monitor,3.3,baseline,0,0
362,monitor,4,single,4,0.666666667
362,monitor,4,single-foil,2,0.333333333
362,monitor,5,buffer,5,1
362,monitor,5,buffer-foil,0,0
362,monitor,6.1,long,1,0.25
362,monitor,6.1,single,3,0.75
362,monitor,6.2,long,9,0.9
362,monitor,6.2,long-foil,1,0.1
363,monitor,1.1,prac,1,0.5
363,monitor,1.1,related,1,0.5
363,monitor,1.2,A-end,1,0.333333333
363,monitor,1.2,A-start,2,0.666666667
363,monitor,2.1,long,2,1
363,monitor,2.1,long-foil,0,0
363,monitor,2.2,short,4,1
363,monitor,2.2,short-foil,0,0
363,monitor,2.3,long-list,1,0.25
363,monitor,2.3,short-list,3,0.75
363,monitor,2.4,long-foil,1,0.25
363,monitor,2.4,short-foil,3,0.75
363,monitor,3.1,baseline,2,0.5
363,monitor,3.1,prac,2,0.5
363,monitor,3.2,baseline,1,0.5
363,monitor,3.2,related,1,0.5
363,monitor,3.3,related,2,1
363,monitor,3.3,baseline,0,0
363,monitor,4,single,5,0.833333333
363,monitor,4,single-foil,1,0.166666667
363,monitor,5,buffer,4,0.8
363,monitor,5,buffer-foil,1,0.2
363,monitor,6.1,single,4,1
363,monitor,6.1,long,0,0
363,monitor,6.2,long,9,0.9
363,monitor,6.2,long-foil,1,0.1
364,monitor,1.1,prac,2,1
364,monitor,1.1,related,0,0
364,monitor,1.2,A-end,1,0.333333333
364,monitor,1.2,A-start,2,0.666666667
364,monitor,2.1,long,2,1
364,monitor,2.1,long-foil,0,0
364,monitor,2.2,short,3,0.75
364,monitor,2.2,short-foil,1,0.25
364,monitor,2.3,long-list,2,0.5
364,monitor,2.3,short-list,2,0.5
364,monitor,2.4,long-foil,3,0.75
364,monitor,2.4,short-foil,1,0.25
364,monitor,3.1,baseline,2,0.5
364,monitor,3.1,prac,2,0.5
364,monitor,3.2,related,2,1
364,monitor,3.2,baseline,0,0
364,monitor,3.3,baseline,2,1
364,monitor,3.3,related,0,0
364,monitor,4,single,6,1
364,monitor,4,single-foil,0,0
364,monitor,5,buffer,1,0.2
364,monitor,5,buffer-foil,4,0.8
364,monitor,6.1,long,2,0.5
364,monitor,6.1,single,2,0.5
364,monitor,6.2,long,9,0.9
364,monitor,6.2,long-foil,1,0.1
366,monitor,1.1,prac,2,1
366,monitor,1.1,related,0,0
366,monitor,1.2,A-end,1,0.333333333
366,monitor,1.2,A-start,2,0.666666667
366,monitor,2.1,long,2,1
366,monitor,2.1,long-foil,0,0
366,monitor,2.2,short,3,0.75
366,monitor,2.2,short-foil,1,0.25
366,monitor,2.3,long-list,2,0.5
366,monitor,2.3,short-list,2,0.5
366,monitor,2.4,long-foil,2,0.5
366,monitor,2.4,short-foil,2,0.5
366,monitor,3.1,baseline,1,0.25
366,monitor,3.1,prac,3,0.75
366,monitor,3.2,baseline,1,0.5
366,monitor,3.2,related,1,0.5
366,monitor,3.3,baseline,2,1
366,monitor,3.3,related,0,0
366,monitor,4,single,5,0.833333333
366,monitor,4,single-foil,1,0.166666667
366,monitor,5,buffer,3,0.6
366,monitor,5,buffer-foil,2,0.4
366,monitor,6.1,long,3,0.75
366,monitor,6.1,single,1,0.25
366,monitor,6.2,long,6,0.6
366,monitor,6.2,long-foil,4,0.4
367,monitor,1.1,prac,2,1
367,monitor,1.1,related,0,0
367,monitor,1.2,A-end,3,1
367,monitor,1.2,A-start,0,0
367,monitor,2.1,long,1,0.5
367,monitor,2.1,long-foil,1,0.5
367,monitor,2.2,short,3,0.75
367,monitor,2.2,short-foil,1,0.25
367,monitor,2.3,long-list,2,0.5
367,monitor,2.3,short-list,2,0.5
367,monitor,2.4,long-foil,2,0.5
367,monitor,2.4,short-foil,2,0.5
367,monitor,3.1,prac,4,1
367,monitor,3.1,baseline,0,0
367,monitor,3.2,related,2,1
367,monitor,3.2,baseline,0,0
367,monitor,3.3,related,2,1
367,monitor,3.3,baseline,0,0
367,monitor,4,single,5,0.833333333
367,monitor,4,single-foil,1,0.166666667
367,monitor,5,buffer,4,0.8
367,monitor,5,buffer-foil,1,0.2
367,monitor,6.1,single,4,1
367,monitor,6.1,long,0,0
367,monitor,6.2,long,6,0.6
367,monitor,6.2,long-foil,4,0.4
370,monitor,1.1,prac,2,1
370,monitor,1.1,related,0,0
370,monitor,1.2,A-end,2,0.666666667
370,monitor,1.2,A-start,1,0.333333333
370,monitor,2.1,long,2,1
370,monitor,2.1,long-foil,0,0
370,monitor,2.2,short,3,0.75
370,monitor,2.2,short-foil,1,0.25
370,monitor,2.3,long-list,2,0.5
370,monitor,2.3,short-list,2,0.5
370,monitor,2.4,long-foil,3,0.75
370,monitor,2.4,short-foil,1,0.25
370,monitor,3.1,baseline,2,0.5
370,monitor,3.1,prac,2,0.5
370,monitor,3.2,baseline,1,0.5
370,monitor,3.2,related,1,0.5
370,monitor,3.3,related,2,1
370,monitor,3.3,baseline,0,0
370,monitor,4,single,6,1
370,monitor,4,single-foil,0,0
370,monitor,5,buffer,4,0.8
370,monitor,5,buffer-foil,1,0.2
370,monitor,6.1,single,4,1
370,monitor,6.1,long,0,0
370,monitor,6.2,long,10,1
370,monitor,6.2,long-foil,0,0
372,monitor,1.1,prac,2,1
372,monitor,1.1,related,0,0
372,monitor,1.2,A-start,3,1
372,monitor,1.2,A-end,0,0
372,monitor,2.1,long-foil,2,1
372,monitor,2.1,long,0,0
372,monitor,2.2,short,2,0.5
372,monitor,2.2,short-foil,2,0.5
372,monitor,2.3,long-list,1,0.25
372,monitor,2.3,short-list,3,0.75
372,monitor,2.4,long-foil,4,1
372,monitor,2.4,short-foil,0,0
372,monitor,3.1,prac,4,1
372,monitor,3.1,baseline,0,0
372,monitor,3.2,baseline,2,1
372,monitor,3.2,related,0,0
372,monitor,3.3,baseline,1,0.5
372,monitor,3.3,related,1,0.5
372,monitor,4,single,4,0.666666667
372,monitor,4,single-foil,2,0.333333333
372,monitor,5,buffer,4,0.8
372,monitor,5,buffer-foil,1,0.2
372,monitor,6.1,long,1,0.25
372,monitor,6.1,single,3,0.75
372,monitor,6.2,long,6,0.6
372,monitor,6.2,long-foil,4,0.4
373,monitor,1.1,prac,2,1
373,monitor,1.1,related,0,0
373,monitor,1.2,A-start,3,1
373,monitor,1.2,A-end,0,0
373,monitor,2.1,long,2,1
373,monitor,2.1,long-foil,0,0
373,monitor,2.2,short,4,1
373,monitor,2.2,short-foil,0,0
373,monitor,2.3,long-list,2,0.5
373,monitor,2.3,short-list,2,0.5
373,monitor,2.4,short-foil,4,1
373,monitor,2.4,long-foil,0,0
373,monitor,3.1,baseline,1,0.25
373,monitor,3.1,prac,3,0.75
373,monitor,3.2,baseline,1,0.5
373,monitor,3.2,related,1,0.5
373,monitor,3.3,baseline,1,0.5
373,monitor,3.3,related,1,0.5
373,monitor,4,single,5,0.833333333
373,monitor,4,single-foil,1,0.166666667
373,monitor,5,buffer,1,0.2
373,monitor,5,buffer-foil,4,0.8
373,monitor,6.1,long,2,0.5
373,monitor,6.1,single,2,0.5
373,monitor,6.2,long,6,0.6
373,monitor,6.2,long-foil,4,0.4
374,monitor,1.1,prac,2,1
374,monitor,1.1,related,0,0
374,monitor,1.2,A-end,1,0.333333333
374,monitor,1.2,A-start,2,0.666666667
374,monitor,2.1,long,1,0.5
374,monitor,2.1,long-foil,1,0.5
374,monitor,2.2,short,3,0.75
374,monitor,2.2,short-foil,1,0.25
374,monitor,2.3,long-list,3,0.75
374,monitor,2.3,short-list,1,0.25
374,monitor,2.4,long-foil,1,0.25
374,monitor,2.4,short-foil,3,0.75
374,monitor,3.1,baseline,3,0.75
374,monitor,3.1,prac,1,0.25
374,monitor,3.2,baseline,1,0.5
374,monitor,3.2,related,1,0.5
374,monitor,3.3,related,2,1
374,monitor,3.3,baseline,0,0
374,monitor,4,single,6,1
374,monitor,4,single-foil,0,0
374,monitor,5,buffer,2,0.4
374,monitor,5,buffer-foil,3,0.6
374,monitor,6.1,single,4,1
374,monitor,6.1,long,0,0
374,monitor,6.2,long,6,0.6
374,monitor,6.2,long-foil,4,0.4
375,monitor,1.1,prac,2,1
375,monitor,1.1,related,0,0
375,monitor,1.2,A-end,3,1
375,monitor,1.2,A-start,0,0
375,monitor,2.1,long,1,0.5
375,monitor,2.1,long-foil,1,0.5
375,monitor,2.2,short,3,0.75
375,monitor,2.2,short-foil,1,0.25
375,monitor,2.3,long-list,1,0.25
375,monitor,2.3,short-list,3,0.75
375,monitor,2.4,long-foil,3,0.75
375,monitor,2.4,short-foil,1,0.25
375,monitor,3.1,baseline,1,0.25
375,monitor,3.1,prac,3,0.75
375,monitor,3.2,related,2,1
375,monitor,3.2,baseline,0,0
375,monitor,3.3,baseline,2,1
375,monitor,3.3,related,0,0
375,monitor,4,single,5,0.833333333
375,monitor,4,single-foil,1,0.166666667
375,monitor,5,buffer,1,0.2
375,monitor,5,buffer-foil,4,0.8
375,monitor,6.1,long,1,0.25
375,monitor,6.1,single,3,0.75
375,monitor,6.2,long,6,0.6
375,monitor,6.2,long-foil,4,0.4
376,monitor,1.1,prac,1,0.5
376,monitor,1.1,related,1,0.5
376,monitor,1.2,A-end,2,0.666666667
376,monitor,1.2,A-start,1,0.333333333
376,monitor,2.1,long,2,1
376,monitor,2.1,long-foil,0,0
376,monitor,2.2,short,1,0.25
376,monitor,2.2,short-foil,3,0.75
376,monitor,2.3,long-list,2,0.5
376,monitor,2.3,short-list,2,0.5
376,monitor,2.4,short-foil,4,1
376,monitor,2.4,long-foil,0,0
376,monitor,3.1,baseline,2,0.5
376,monitor,3.1,prac,2,0.5
376,monitor,3.2,baseline,1,0.5
376,monitor,3.2,related,1,0.5
376,monitor,3.3,related,2,1
376,monitor,3.3,baseline,0,0
376,monitor,4,single,4,0.666666667
376,monitor,4,single-foil,2,0.333333333
376,monitor,5,buffer,5,1
376,monitor,5,buffer-foil,0,0
376,monitor,6.1,long,2,0.5
376,monitor,6.1,single,2,0.5
376,monitor,6.2,long,8,0.8
376,monitor,6.2,long-foil,2,0.2
377,monitor,1.1,prac,1,0.5
377,monitor,1.1,related,1,0.5
377,monitor,1.2,A-end,2,0.666666667
377,monitor,1.2,A-start,1,0.333333333
377,monitor,2.1,long,2,1
377,monitor,2.1,long-foil,0,0
377,monitor,2.2,short,3,0.75
377,monitor,2.2,short-foil,1,0.25
377,monitor,2.3,long-list,3,0.75
377,monitor,2.3,short-list,1,0.25
377,monitor,2.4,long-foil,3,0.75
377,monitor,2.4,short-foil,1,0.25
377,monitor,3.1,baseline,1,0.25
377,monitor,3.1,prac,3,0.75
377,monitor,3.2,baseline,2,1
377,monitor,3.2,related,0,0
377,monitor,3.3,baseline,1,0.5
377,monitor,3.3,related,1,0.5
377,monitor,4,single,5,0.833333333
377,monitor,4,single-foil,1,0.166666667
377,monitor,5,buffer,3,0.6
377,monitor,5,buffer-foil,2,0.4
377,monitor,6.1,long,1,0.25
377,monitor,6.1,single,3,0.75
377,monitor,6.2,long,5,0.5
377,monitor,6.2,long-foil,5,0.5
378,monitor,1.1,prac,2,1
378,monitor,1.1,related,0,0
378,monitor,1.2,A-start,3,1
378,monitor,1.2,A-end,0,0
378,monitor,2.1,long,2,1
378,monitor,2.1,long-foil,0,0
378,monitor,2.2,short,4,1
378,monitor,2.2,short-foil,0,0
378,monitor,2.3,long-list,2,0.5
378,monitor,2.3,short-list,2,0.5
378,monitor,2.4,long-foil,4,1
378,monitor,2.4,short-foil,0,0
378,monitor,3.1,baseline,3,0.75
378,monitor,3.1,prac,1,0.25
378,monitor,3.2,related,2,1
378,monitor,3.2,baseline,0,0
378,monitor,3.3,baseline,1,0.5
378,monitor,3.3,related,1,0.5
378,monitor,4,single,6,1
378,monitor,4,single-foil,0,0
378,monitor,5,buffer,5,1
378,monitor,5,buffer-foil,0,0
378,monitor,6.1,long,1,0.25
378,monitor,6.1,single,3,0.75
378,monitor,6.2,long,7,0.7
378,monitor,6.2,long-foil,3,0.3
379,monitor,1.1,prac,2,1
379,monitor,1.1,related,0,0
379,monitor,1.2,A-end,1,0.333333333
379,monitor,1.2,A-start,2,0.666666667
379,monitor,2.1,long,2,1
379,monitor,2.1,long-foil,0,0
379,monitor,2.2,short,3,0.75
379,monitor,2.2,short-foil,1,0.25
379,monitor,2.3,short-list,4,1
379,monitor,2.3,long-list,0,0
379,monitor,2.4,long-foil,4,1
379,monitor,2.4,short-foil,0,0
379,monitor,3.1,baseline,1,0.25
379,monitor,3.1,prac,3,0.75
379,monitor,3.2,related,2,1
379,monitor,3.2,baseline,0,0
379,monitor,3.3,baseline,1,0.5
379,monitor,3.3,related,1,0.5
379,monitor,4,single,6,1
379,monitor,4,single-foil,0,0
379,monitor,5,buffer,5,1
379,monitor,5,buffer-foil,0,0
379,monitor,6.1,single,4,1
379,monitor,6.1,long,0,0
379,monitor,6.2,long,7,0.7
379,monitor,6.2,long-foil,3,0.3
380,monitor,1.1,prac,1,0.5
380,monitor,1.1,related,1,0.5
380,monitor,1.2,A-start,3,1
380,monitor,1.2,A-end,0,0
380,monitor,2.1,long,1,0.5
380,monitor,2.1,long-foil,1,0.5
380,monitor,2.2,short,2,0.5
380,monitor,2.2,short-foil,2,0.5
380,monitor,2.3,long-list,2,0.5
380,monitor,2.3,short-list,2,0.5
380,monitor,2.4,long-foil,1,0.25
380,monitor,2.4,short-foil,3,0.75
380,monitor,3.1,baseline,2,0.5
380,monitor,3.1,prac,2,0.5
380,monitor,3.2,baseline,1,0.5
380,monitor,3.2,related,1,0.5
380,monitor,3.3,baseline,2,1
380,monitor,3.3,related,0,0
380,monitor,4,single,5,0.833333333
380,monitor,4,single-foil,1,0.166666667
380,monitor,5,buffer,5,1
380,monitor,5,buffer-foil,0,0
380,monitor,6.1,long,1,0.25
380,monitor,6.1,single,3,0.75
380,monitor,6.2,long,8,0.8
380,monitor,6.2,long-foil,2,0.2
381,monitor,1.1,prac,1,0.5
381,monitor,1.1,related,1,0.5
381,monitor,1.2,A-end,3,1
381,monitor,1.2,A-start,0,0
381,monitor,2.1,long,1,0.5
